2026-01-18 17:22:58,475 | ERROR | HTTP 521 -> 
2026-01-18 18:49:12,570 | INFO | SUBSCRIBED -> kline.LAST_PRICE.cmt_solusdt.MINUTE_5
2026-01-18 18:49:12,870 | INFO | SUBSCRIBED -> kline.LAST_PRICE.cmt_solusdt.MINUTE_15
2026-01-18 18:49:13,171 | INFO | SUBSCRIBED -> kline.LAST_PRICE.cmt_dogeusdt.MINUTE_1
2026-01-18 18:49:13,471 | INFO | SUBSCRIBED -> kline.LAST_PRICE.cmt_dogeusdt.MINUTE_3
2026-01-18 18:49:13,772 | INFO | SUBSCRIBED -> kline.LAST_PRICE.cmt_dogeusdt.MINUTE_5
2026-01-18 18:49:14,073 | INFO | SUBSCRIBED -> kline.LAST_PRICE.cmt_dogeusdt.MINUTE_15
2026-01-18 18:49:14,373 | INFO | SUBSCRIBED -> kline.LAST_PRICE.cmt_btcusdt.MINUTE_1
2026-01-18 18:49:14,674 | INFO | SUBSCRIBED -> kline.LAST_PRICE.cmt_btcusdt.MINUTE_3
2026-01-18 18:49:14,974 | INFO | SUBSCRIBED -> kline.LAST_PRICE.cmt_btcusdt.MINUTE_5
2026-01-18 18:49:15,275 | INFO | SUBSCRIBED -> kline.LAST_PRICE.cmt_btcusdt.MINUTE_15
2026-01-18 22:31:19,282 | INFO | Websocket connected
2026-01-18 22:31:19,283 | INFO | WS CONNECTED
2026-01-18 22:31:19,343 | INFO | SUBSCRIBED -> kline.LAST_PRICE.cmt_adausdt.MINUTE_1
2026-01-18 22:31:19,644 | INFO | SUBSCRIBED -> kline.LAST_PRICE.cmt_adausdt.MINUTE_3
2026-01-18 22:31:19,945 | INFO | SUBSCRIBED -> kline.LAST_PRICE.cmt_adausdt.MINUTE_5
2026-01-18 22:31:20,245 | INFO | SUBSCRIBED -> kline.LAST_PRICE.cmt_adausdt.MINUTE_15
2026-01-18 22:31:20,546 | INFO | SUBSCRIBED -> kline.LAST_PRICE.cmt_solusdt.MINUTE_1
2026-01-18 22:31:20,846 | INFO | SUBSCRIBED -> kline.LAST_PRICE.cmt_solusdt.MINUTE_3
2026-01-18 22:31:21,147 | INFO | SUBSCRIBED -> kline.LAST_PRICE.cmt_solusdt.MINUTE_5
2026-01-18 22:31:21,448 | INFO | SUBSCRIBED -> kline.LAST_PRICE.cmt_solusdt.MINUTE_15
2026-01-18 22:31:21,748 | INFO | SUBSCRIBED -> kline.LAST_PRICE.cmt_dogeusdt.MINUTE_1
2026-01-18 22:31:22,049 | INFO | SUBSCRIBED -> kline.LAST_PRICE.cmt_dogeusdt.MINUTE_3
2026-01-18 22:31:22,350 | INFO | SUBSCRIBED -> kline.LAST_PRICE.cmt_dogeusdt.MINUTE_5
2026-01-18 22:31:22,651 | INFO | SUBSCRIBED -> kline.LAST_PRICE.cmt_dogeusdt.MINUTE_15
2026-01-18 22:31:22,951 | INFO | SUBSCRIBED -> kline.LAST_PRICE.cmt_btcusdt.MINUTE_1
2026-01-18 22:31:23,252 | INFO | SUBSCRIBED -> kline.LAST_PRICE.cmt_btcusdt.MINUTE_3
2026-01-18 22:31:23,552 | INFO | SUBSCRIBED -> kline.LAST_PRICE.cmt_btcusdt.MINUTE_5
2026-01-18 22:31:23,853 | INFO | SUBSCRIBED -> kline.LAST_PRICE.cmt_btcusdt.MINUTE_15
2026-01-18 22:37:11,781 | INFO | ----- SIGN DEBUG -----
2026-01-18 22:37:11,781 | INFO | METHOD   : GET
2026-01-18 22:37:11,781 | INFO | PATH     : /capi/v2/account/assets
2026-01-18 22:37:11,781 | INFO | BODY     : 
2026-01-18 22:37:11,781 | INFO | TIMESTAMP: 1768775831781
2026-01-18 22:37:11,781 | INFO | SIGN_STR : 1768775831781GET/capi/v2/account/assets
2026-01-18 22:37:11,781 | INFO | SIGNATURE: VzVNpGsj4sQ3YMM/nKF9tK23WWi363r04rOdfD4aAXM=
2026-01-18 22:37:11,782 | INFO | HEADERS  : {'ACCESS-KEY': 'weex_319aa50a92a640b199f0d3ab5db38f22', 'ACCESS-SIGN': 'VzVNpGsj4sQ3YMM/nKF9tK23WWi363r04rOdfD4aAXM=', 'ACCESS-PASSPHRASE': 'weex981629186', 'ACCESS-TIMESTAMP': '1768775831781', 'Content-Type': 'application/json', 'Accept': 'application/json', 'locale': 'en-US', 'User-Agent': 'weex-bot/1.0'}
2026-01-18 22:37:11,782 | INFO | ----------------------
2026-01-18 22:37:12,180 | INFO | ----- HTTP DEBUG -----
2026-01-18 22:37:12,180 | INFO | URL    : https://api-contract.weex.com/capi/v2/account/assets
2026-01-18 22:37:12,180 | INFO | STATUS : 521
2026-01-18 22:37:12,180 | INFO | RAW    : 
2026-01-18 22:37:12,180 | INFO | ----------------------
2026-01-18 22:37:13,600 | INFO | ----- HTTP DEBUG -----
2026-01-18 22:37:13,601 | INFO | URL    : https://api-contract.weex.com/capi/v2/account/assets
2026-01-18 22:37:13,601 | INFO | STATUS : 521
2026-01-18 22:37:13,601 | INFO | RAW    : 
2026-01-18 22:37:13,601 | INFO | ----------------------
2026-01-18 22:37:14,996 | INFO | ----- HTTP DEBUG -----
2026-01-18 22:37:14,997 | INFO | URL    : https://api-contract.weex.com/capi/v2/account/assets
2026-01-18 22:37:14,997 | INFO | STATUS : 521
2026-01-18 22:37:14,997 | INFO | RAW    : 
2026-01-18 22:37:14,997 | INFO | ----------------------
2026-01-18 22:37:15,999 | ERROR | BALANCE FETCH FAILED
